question_id,tier,model,run,llm_elapsed_ms,ref_elapsed_ms,llm_read_rows,ref_read_rows,llm_read_bytes,ref_read_bytes,llm_result_rows,ref_result_rows,speedup_ratio
t2_02,2,claude-sonnet-4.5,1,10.0,9.0,1000000,1000000,6001224,6001224,3,3,1.1111
t2_02,2,claude-sonnet-4.5,2,8.0,7.0,1000000,1000000,6001224,6001224,3,3,1.1429
t2_02,2,claude-sonnet-4.5,3,10.0,8.0,1000000,1000000,6001224,6001224,3,3,1.25
t2_03,2,claude-sonnet-4.5,1,7.0,8.0,85592,85592,684736,684736,31,31,0.875
t2_03,2,claude-sonnet-4.5,2,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_03,2,claude-sonnet-4.5,3,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_05,2,claude-sonnet-4.5,1,10.0,9.0,1000000,1000000,8000000,8000000,24,24,1.1111
t2_05,2,claude-sonnet-4.5,2,9.0,8.0,1000000,1000000,8000000,8000000,24,24,1.125
t2_05,2,claude-sonnet-4.5,3,9.0,8.0,1000000,1000000,8000000,8000000,24,24,1.125
t2_06,2,claude-sonnet-4.5,1,8.0,7.0,1000000,1000000,6001944,6001944,1,1,1.1429
t2_06,2,claude-sonnet-4.5,2,8.0,7.0,1000000,1000000,6001944,6001944,1,1,1.1429
t2_06,2,claude-sonnet-4.5,3,8.0,7.0,1000000,1000000,6001944,6001944,1,1,1.1429
t2_07,2,claude-sonnet-4.5,1,11.0,13.0,1000000,1000000,8000000,8000000,12,12,0.8462
t2_07,2,claude-sonnet-4.5,2,14.0,12.0,1000000,1000000,8000000,8000000,12,12,1.1667
t2_07,2,claude-sonnet-4.5,3,11.0,14.0,1000000,1000000,8000000,8000000,12,12,0.7857
t2_08,2,claude-sonnet-4.5,1,14.0,9.0,1000000,1000000,2004536,2004536,5,5,1.5556
t2_08,2,claude-sonnet-4.5,2,10.0,9.0,1000000,1000000,2004536,2004536,5,5,1.1111
t2_08,2,claude-sonnet-4.5,3,10.0,8.0,1000000,1000000,2004536,2004536,5,5,1.25
t2_09,2,claude-sonnet-4.5,1,10.0,9.0,1000000,1000000,10002592,10002592,10,10,1.1111
t2_09,2,claude-sonnet-4.5,2,10.0,9.0,1000000,1000000,10002592,10002592,10,10,1.1111
t2_09,2,claude-sonnet-4.5,3,9.0,10.0,1000000,1000000,10002592,10002592,10,10,0.9
t3_01,3,claude-sonnet-4.5,1,9.0,6.0,1000000,1000000,5000000,5000000,1,1,1.5
t3_01,3,claude-sonnet-4.5,2,8.0,9.0,1000000,1000000,5000000,5000000,1,1,0.8889
t3_01,3,claude-sonnet-4.5,3,8.0,8.0,1000000,1000000,5000000,5000000,1,1,1.0
t3_02,3,claude-sonnet-4.5,1,10.0,15.0,1000000,1000000,8000000,8000000,1,1,0.6667
t3_02,3,claude-sonnet-4.5,2,10.0,11.0,1000000,1000000,8000000,8000000,1,1,0.9091
t3_02,3,claude-sonnet-4.5,3,10.0,13.0,1000000,1000000,8000000,8000000,1,1,0.7692
t3_05,3,claude-sonnet-4.5,1,9.0,9.0,1000000,1000000,13471881,13471881,5,5,1.0
t3_05,3,claude-sonnet-4.5,2,8.0,8.0,1000000,1000000,13471881,13471881,5,5,1.0
t3_05,3,claude-sonnet-4.5,3,9.0,10.0,1000000,1000000,13471881,13471881,5,5,0.9
t3_07,3,claude-sonnet-4.5,1,13.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0
t3_07,3,claude-sonnet-4.5,2,14.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0769
t3_07,3,claude-sonnet-4.5,3,13.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0
t3_08,3,claude-sonnet-4.5,1,7.0,7.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_08,3,claude-sonnet-4.5,2,7.0,8.0,1000000,1000000,10001224,10001224,1,1,0.875
t3_08,3,claude-sonnet-4.5,3,7.0,7.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_09,3,claude-sonnet-4.5,1,19.0,13.0,1000000,1000000,35329552,27329552,2,2,1.4615
t3_09,3,claude-sonnet-4.5,2,18.0,13.0,1000000,1000000,35329552,27329552,2,2,1.3846
t3_09,3,claude-sonnet-4.5,3,17.0,11.0,1000000,1000000,35329552,27329552,2,2,1.5455
t4_02,4,claude-sonnet-4.5,1,19.0,18.0,1010000,1010000,8090049,8090049,3,3,1.0556
t4_02,4,claude-sonnet-4.5,2,18.0,19.0,1010000,1010000,8090049,8090049,3,3,0.9474
t4_02,4,claude-sonnet-4.5,3,19.0,18.0,1010000,1010000,8090049,8090049,3,3,1.0556
t4_03,4,claude-sonnet-4.5,1,9.0,4.0,1010000,0,8080000,0,0,0,2.25
t4_03,4,claude-sonnet-4.5,2,12.0,5.0,1010000,0,8080000,0,0,0,2.4
t4_03,4,claude-sonnet-4.5,3,9.0,4.0,1010000,0,8080000,0,0,0,2.25
t4_07,4,claude-sonnet-4.5,1,22.0,34.0,1010000,1010000,8090049,8090049,3,3,0.6471
t4_07,4,claude-sonnet-4.5,2,25.0,31.0,1010000,1010000,8090049,8090049,3,3,0.8065
t4_07,4,claude-sonnet-4.5,3,23.0,32.0,1010000,1010000,8090049,8090049,3,3,0.7188
t4_08,4,claude-sonnet-4.5,1,40.0,39.0,1010000,1010000,9460995,9440838,4948,4948,1.0256
t4_08,4,claude-sonnet-4.5,2,42.0,31.0,1010000,1010000,9460995,9440838,4948,4948,1.3548
t4_08,4,claude-sonnet-4.5,3,50.0,37.0,1010000,1010000,9460995,9440838,4948,4948,1.3514
t5_02,5,claude-sonnet-4.5,1,13.0,15.0,1000000,1000000,8000000,8000000,365,365,0.8667
t5_02,5,claude-sonnet-4.5,2,17.0,15.0,1000000,1000000,8000000,8000000,365,365,1.1333
t5_02,5,claude-sonnet-4.5,3,16.0,16.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_03,5,claude-sonnet-4.5,1,13.0,13.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_03,5,claude-sonnet-4.5,2,13.0,12.0,1000000,1000000,8000000,8000000,365,365,1.0833
t5_03,5,claude-sonnet-4.5,3,10.0,13.0,1000000,1000000,8000000,8000000,365,365,0.7692
t5_09,5,claude-sonnet-4.5,1,18.0,5.0,16408,16384,131264,131072,24,24,3.6
t5_09,5,claude-sonnet-4.5,2,5.0,6.0,16408,16384,131264,131072,24,24,0.8333
t5_09,5,claude-sonnet-4.5,3,6.0,5.0,16408,16384,131264,131072,24,24,1.2
t1_06,1,deepseek-v3.2,1,10.0,11.0,688128,688128,11699148,11699148,5,5,0.9091
t1_06,1,deepseek-v3.2,2,12.0,12.0,688128,688128,11699148,11699148,5,5,1.0
t1_06,1,deepseek-v3.2,3,11.0,11.0,688128,688128,11699148,11699148,5,5,1.0
t2_04,2,deepseek-v3.2,1,6.0,8.0,1000000,1000000,1002592,1002592,10,10,0.75
t2_04,2,deepseek-v3.2,2,6.0,7.0,1000000,1000000,1002592,1002592,10,10,0.8571
t2_04,2,deepseek-v3.2,3,6.0,7.0,1000000,1000000,1002592,1002592,10,10,0.8571
t4_07,4,deepseek-v3.2,1,29.0,31.0,1010000,1010000,16090049,8090049,3,3,0.9355
t4_07,4,deepseek-v3.2,2,26.0,34.0,1010000,1010000,16090049,8090049,3,3,0.7647
t4_07,4,deepseek-v3.2,3,24.0,30.0,1010000,1010000,16090049,8090049,3,3,0.8
t4_09,4,deepseek-v3.2,1,4.0,6.0,10000,10000,20157,20157,1,1,0.6667
t4_09,4,deepseek-v3.2,2,4.0,5.0,10000,10000,20157,20157,1,1,0.8
t4_09,4,deepseek-v3.2,3,5.0,5.0,10000,10000,20157,20157,1,1,1.0
t5_02,5,deepseek-v3.2,1,14.0,15.0,1000000,1000000,8000000,8000000,365,365,0.9333
t5_02,5,deepseek-v3.2,2,11.0,14.0,1000000,1000000,8000000,8000000,365,365,0.7857
t5_02,5,deepseek-v3.2,3,14.0,14.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_03,5,deepseek-v3.2,1,15.0,15.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_03,5,deepseek-v3.2,2,14.0,13.0,1000000,1000000,8000000,8000000,365,365,1.0769
t5_03,5,deepseek-v3.2,3,14.0,12.0,1000000,1000000,8000000,8000000,365,365,1.1667
t1_03,1,gemini-3-flash,1,3.0,5.0,1,1,16,16,1,1,0.6
t1_03,1,gemini-3-flash,2,4.0,3.0,1,1,16,16,1,1,1.3333
t1_03,1,gemini-3-flash,3,4.0,3.0,1,1,16,16,1,1,1.3333
t1_07,1,gemini-3-flash,1,3.0,4.0,10000,10000,10049,10049,1,1,0.75
t1_07,1,gemini-3-flash,2,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_07,1,gemini-3-flash,3,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_09,1,gemini-3-flash,1,18.0,22.0,614295,614295,72148495,72148495,101,101,0.8182
t1_09,1,gemini-3-flash,2,19.0,22.0,614295,614295,72148495,72148495,101,101,0.8636
t1_09,1,gemini-3-flash,3,20.0,21.0,614295,614295,72148495,72148495,101,101,0.9524
t1_01,1,deepseek-v3.2,1,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,deepseek-v3.2,2,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,deepseek-v3.2,3,1.0,1.0,1,1,16,16,1,1,1.0
t1_02,1,deepseek-v3.2,1,11.0,7.0,115264,115264,1844224,1844224,10,10,1.5714
t1_02,1,deepseek-v3.2,2,7.0,7.0,115264,115264,1844224,1844224,10,10,1.0
t1_02,1,deepseek-v3.2,3,7.0,7.0,115264,115264,1844224,1844224,10,10,1.0
t1_03,1,deepseek-v3.2,1,4.0,4.0,1,1,16,16,1,1,1.0
t1_03,1,deepseek-v3.2,2,3.0,3.0,1,1,16,16,1,1,1.0
t1_03,1,deepseek-v3.2,3,3.0,3.0,1,1,16,16,1,1,1.0
t1_04,1,deepseek-v3.2,1,9.0,10.0,1000000,1000000,1001944,1001944,5,5,0.9
t1_04,1,deepseek-v3.2,2,9.0,9.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_04,1,deepseek-v3.2,3,10.0,9.0,1000000,1000000,1001944,1001944,5,5,1.1111
t1_05,1,deepseek-v3.2,1,6.0,6.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_05,1,deepseek-v3.2,2,5.0,5.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_05,1,deepseek-v3.2,3,5.0,6.0,1000000,1000000,1002592,1002592,1,1,0.8333
t1_07,1,deepseek-v3.2,1,4.0,4.0,10000,10000,10049,10049,1,1,1.0
t1_07,1,deepseek-v3.2,2,4.0,3.0,10000,10000,10049,10049,1,1,1.3333
t1_07,1,deepseek-v3.2,3,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_08,1,deepseek-v3.2,1,3.0,3.0,12,12,960,960,1,1,1.0
t1_08,1,deepseek-v3.2,2,2.0,3.0,12,12,960,960,1,1,0.6667
t1_08,1,deepseek-v3.2,3,3.0,3.0,12,12,960,960,1,1,1.0
t1_09,1,deepseek-v3.2,1,21.0,24.0,614295,614295,72148495,72148495,101,101,0.875
t1_09,1,deepseek-v3.2,2,20.0,19.0,614295,614295,72148495,72148495,101,101,1.0526
t1_09,1,deepseek-v3.2,3,19.0,21.0,614295,614295,72148495,72148495,101,101,0.9048
t1_10,1,deepseek-v3.2,1,5.0,5.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,deepseek-v3.2,2,6.0,6.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,deepseek-v3.2,3,5.0,6.0,1000000,1000000,1000000,1000000,1,1,0.8333
t2_01,2,deepseek-v3.2,1,7.0,7.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_01,2,deepseek-v3.2,2,6.0,6.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_01,2,deepseek-v3.2,3,6.0,6.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_02,2,deepseek-v3.2,1,10.0,8.0,1000000,1000000,6001224,6001224,3,3,1.25
t2_02,2,deepseek-v3.2,2,7.0,9.0,1000000,1000000,6001224,6001224,3,3,0.7778
t2_02,2,deepseek-v3.2,3,8.0,8.0,1000000,1000000,6001224,6001224,3,3,1.0
t2_03,2,deepseek-v3.2,1,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_03,2,deepseek-v3.2,2,9.0,8.0,85592,85592,684736,684736,31,31,1.125
t2_03,2,deepseek-v3.2,3,9.0,8.0,85592,85592,684736,684736,31,31,1.125
t2_05,2,deepseek-v3.2,1,9.0,10.0,1000000,1000000,8000000,8000000,24,24,0.9
t2_05,2,deepseek-v3.2,2,9.0,10.0,1000000,1000000,8000000,8000000,24,24,0.9
t2_05,2,deepseek-v3.2,3,9.0,9.0,1000000,1000000,8000000,8000000,24,24,1.0
t2_06,2,deepseek-v3.2,1,9.0,6.0,1000000,1000000,6001944,6001944,1,1,1.5
t2_06,2,deepseek-v3.2,2,8.0,8.0,1000000,1000000,6001944,6001944,1,1,1.0
t2_06,2,deepseek-v3.2,3,8.0,7.0,1000000,1000000,6001944,6001944,1,1,1.1429
t2_08,2,deepseek-v3.2,1,10.0,9.0,1000000,1000000,2004536,2004536,5,5,1.1111
t2_08,2,deepseek-v3.2,2,11.0,9.0,1000000,1000000,2004536,2004536,5,5,1.2222
t2_08,2,deepseek-v3.2,3,10.0,10.0,1000000,1000000,2004536,2004536,5,5,1.0
t2_09,2,deepseek-v3.2,1,9.0,9.0,1000000,1000000,10002592,10002592,10,10,1.0
t2_09,2,deepseek-v3.2,2,10.0,13.0,1000000,1000000,10002592,10002592,10,10,0.7692
t2_09,2,deepseek-v3.2,3,9.0,9.0,1000000,1000000,10002592,10002592,10,10,1.0
t3_01,3,deepseek-v3.2,1,9.0,7.0,1000000,1000000,5000000,5000000,1,1,1.2857
t3_01,3,deepseek-v3.2,2,10.0,7.0,1000000,1000000,5000000,5000000,1,1,1.4286
t3_01,3,deepseek-v3.2,3,7.0,7.0,1000000,1000000,5000000,5000000,1,1,1.0
t3_02,3,deepseek-v3.2,1,12.0,11.0,1000000,1000000,8000000,8000000,1,1,1.0909
t3_02,3,deepseek-v3.2,2,12.0,14.0,1000000,1000000,8000000,8000000,1,1,0.8571
t3_02,3,deepseek-v3.2,3,12.0,12.0,1000000,1000000,8000000,8000000,1,1,1.0
t3_05,3,deepseek-v3.2,1,9.0,10.0,1000000,1000000,13471881,13471881,5,5,0.9
t3_05,3,deepseek-v3.2,2,9.0,9.0,1000000,1000000,13471881,13471881,5,5,1.0
t3_05,3,deepseek-v3.2,3,10.0,9.0,1000000,1000000,13471881,13471881,5,5,1.1111
t3_07,3,deepseek-v3.2,1,13.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0
t3_07,3,deepseek-v3.2,2,15.0,16.0,1000000,1000000,6001944,6001944,5,5,0.9375
t3_07,3,deepseek-v3.2,3,15.0,14.0,1000000,1000000,6001944,6001944,5,5,1.0714
t3_08,3,deepseek-v3.2,1,7.0,6.0,1000000,1000000,10001224,10001224,1,1,1.1667
t3_08,3,deepseek-v3.2,2,8.0,7.0,1000000,1000000,10001224,10001224,1,1,1.1429
t3_08,3,deepseek-v3.2,3,8.0,6.0,1000000,1000000,10001224,10001224,1,1,1.3333
t3_09,3,deepseek-v3.2,1,15.0,12.0,1000000,1000000,27329552,27329552,2,2,1.25
t3_09,3,deepseek-v3.2,2,13.0,11.0,1000000,1000000,27329552,27329552,2,2,1.1818
t3_09,3,deepseek-v3.2,3,12.0,13.0,1000000,1000000,27329552,27329552,2,2,0.9231
t4_02,4,deepseek-v3.2,1,18.0,20.0,1010000,1010000,8090049,8090049,3,3,0.9
t4_02,4,deepseek-v3.2,2,17.0,17.0,1010000,1010000,8090049,8090049,3,3,1.0
t4_02,4,deepseek-v3.2,3,17.0,19.0,1010000,1010000,8090049,8090049,3,3,0.8947
t4_03,4,deepseek-v3.2,1,4.0,4.0,0,0,0,0,0,0,1.0
t4_03,4,deepseek-v3.2,2,4.0,4.0,0,0,0,0,0,0,1.0
t4_03,4,deepseek-v3.2,3,4.0,4.0,0,0,0,0,0,0,1.0
t4_05,4,deepseek-v3.2,1,29.0,32.0,2000000,2000000,16000000,16000000,4693,4693,0.9062
t4_05,4,deepseek-v3.2,2,27.0,30.0,2000000,2000000,16000000,16000000,4693,4693,0.9
t4_05,4,deepseek-v3.2,3,24.0,27.0,2000000,2000000,16000000,16000000,4693,4693,0.8889
t1_01,1,gemini-3-flash,1,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,gemini-3-flash,2,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,gemini-3-flash,3,1.0,1.0,1,1,16,16,1,1,1.0
t1_02,1,gemini-3-flash,1,6.0,8.0,115264,115264,1844224,1844224,10,10,0.75
t1_02,1,gemini-3-flash,2,8.0,6.0,115264,115264,1844224,1844224,10,10,1.3333
t1_02,1,gemini-3-flash,3,8.0,6.0,115264,115264,1844224,1844224,10,10,1.3333
t1_04,1,gemini-3-flash,1,9.0,11.0,1000000,1000000,1001944,1001944,5,5,0.8182
t1_04,1,gemini-3-flash,2,9.0,10.0,1000000,1000000,1001944,1001944,5,5,0.9
t1_04,1,gemini-3-flash,3,10.0,10.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_05,1,gemini-3-flash,1,6.0,5.0,1000000,1000000,1002592,1002592,1,1,1.2
t1_05,1,gemini-3-flash,2,6.0,5.0,1000000,1000000,1002592,1002592,1,1,1.2
t1_05,1,gemini-3-flash,3,5.0,6.0,1000000,1000000,1002592,1002592,1,1,0.8333
t1_06,1,gemini-3-flash,1,11.0,11.0,688128,688128,11699148,11699148,5,5,1.0
t1_06,1,gemini-3-flash,2,10.0,11.0,688128,688128,11699148,11699148,5,5,0.9091
t1_06,1,gemini-3-flash,3,11.0,11.0,688128,688128,11699148,11699148,5,5,1.0
t1_08,1,gemini-3-flash,1,3.0,3.0,12,12,960,960,1,1,1.0
t1_08,1,gemini-3-flash,2,2.0,3.0,12,12,960,960,1,1,0.6667
t1_08,1,gemini-3-flash,3,2.0,3.0,12,12,960,960,1,1,0.6667
t1_10,1,gemini-3-flash,1,6.0,6.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,gemini-3-flash,2,7.0,7.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,gemini-3-flash,3,6.0,6.0,1000000,1000000,1000000,1000000,1,1,1.0
t2_01,2,gemini-3-flash,1,6.0,7.0,1000000,1000000,1001944,1001944,5,5,0.8571
t2_01,2,gemini-3-flash,2,6.0,7.0,1000000,1000000,1001944,1001944,5,5,0.8571
t2_01,2,gemini-3-flash,3,6.0,6.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_02,2,gemini-3-flash,1,8.0,9.0,1000000,1000000,6001224,6001224,3,3,0.8889
t2_02,2,gemini-3-flash,2,9.0,8.0,1000000,1000000,6001224,6001224,3,3,1.125
t2_02,2,gemini-3-flash,3,7.0,9.0,1000000,1000000,6001224,6001224,3,3,0.7778
t2_03,2,gemini-3-flash,1,8.0,7.0,85592,85592,684736,684736,31,31,1.1429
t2_03,2,gemini-3-flash,2,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_03,2,gemini-3-flash,3,7.0,8.0,85592,85592,684736,684736,31,31,0.875
t2_05,2,gemini-3-flash,1,10.0,10.0,1000000,1000000,8000000,8000000,24,24,1.0
t2_05,2,gemini-3-flash,2,9.0,9.0,1000000,1000000,8000000,8000000,24,24,1.0
t2_05,2,gemini-3-flash,3,10.0,9.0,1000000,1000000,8000000,8000000,24,24,1.1111
t2_06,2,gemini-3-flash,1,9.0,7.0,1000000,1000000,6001944,6001944,1,1,1.2857
t2_06,2,gemini-3-flash,2,8.0,6.0,1000000,1000000,6001944,6001944,1,1,1.3333
t2_06,2,gemini-3-flash,3,7.0,7.0,1000000,1000000,6001944,6001944,1,1,1.0
t2_07,2,gemini-3-flash,1,11.0,13.0,1000000,1000000,8000000,8000000,12,12,0.8462
t2_07,2,gemini-3-flash,2,12.0,14.0,1000000,1000000,8000000,8000000,12,12,0.8571
t2_07,2,gemini-3-flash,3,12.0,14.0,1000000,1000000,8000000,8000000,12,12,0.8571
t2_08,2,gemini-3-flash,1,9.0,10.0,1000000,1000000,2004536,2004536,5,5,0.9
t2_08,2,gemini-3-flash,2,8.0,10.0,1000000,1000000,2004536,2004536,5,5,0.8
t2_08,2,gemini-3-flash,3,9.0,8.0,1000000,1000000,2004536,2004536,5,5,1.125
t2_09,2,gemini-3-flash,1,9.0,8.0,1000000,1000000,10002592,10002592,10,10,1.125
t2_09,2,gemini-3-flash,2,9.0,8.0,1000000,1000000,10002592,10002592,10,10,1.125
t2_09,2,gemini-3-flash,3,10.0,10.0,1000000,1000000,10002592,10002592,10,10,1.0
t2_10,2,gemini-3-flash,1,5.0,7.0,1000000,1000000,1001944,1001944,1,1,0.7143
t2_10,2,gemini-3-flash,2,6.0,6.0,1000000,1000000,1001944,1001944,1,1,1.0
t2_10,2,gemini-3-flash,3,6.0,5.0,1000000,1000000,1001944,1001944,1,1,1.2
t3_01,3,gemini-3-flash,1,8.0,7.0,1000000,1000000,5000000,5000000,1,1,1.1429
t3_01,3,gemini-3-flash,2,8.0,7.0,1000000,1000000,5000000,5000000,1,1,1.1429
t3_01,3,gemini-3-flash,3,7.0,7.0,1000000,1000000,5000000,5000000,1,1,1.0
t3_02,3,gemini-3-flash,1,13.0,13.0,1000000,1000000,8000000,8000000,1,1,1.0
t3_02,3,gemini-3-flash,2,13.0,12.0,1000000,1000000,8000000,8000000,1,1,1.0833
t3_02,3,gemini-3-flash,3,12.0,15.0,1000000,1000000,8000000,8000000,1,1,0.8
t3_05,3,gemini-3-flash,1,10.0,8.0,1000000,1000000,13471881,13471881,5,5,1.25
t3_05,3,gemini-3-flash,2,9.0,8.0,1000000,1000000,13471881,13471881,5,5,1.125
t3_05,3,gemini-3-flash,3,8.0,9.0,1000000,1000000,13471881,13471881,5,5,0.8889
t3_07,3,gemini-3-flash,1,13.0,14.0,1000000,1000000,6001944,6001944,5,5,0.9286
t3_07,3,gemini-3-flash,2,14.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0769
t3_07,3,gemini-3-flash,3,13.0,14.0,1000000,1000000,6001944,6001944,5,5,0.9286
t3_08,3,gemini-3-flash,1,8.0,7.0,1000000,1000000,10001224,10001224,1,1,1.1429
t3_08,3,gemini-3-flash,2,7.0,8.0,1000000,1000000,10001224,10001224,1,1,0.875
t3_08,3,gemini-3-flash,3,7.0,8.0,1000000,1000000,10001224,10001224,1,1,0.875
t3_09,3,gemini-3-flash,1,14.0,12.0,1000000,1000000,27329552,27329552,2,2,1.1667
t3_09,3,gemini-3-flash,2,13.0,13.0,1000000,1000000,27329552,27329552,2,2,1.0
t3_09,3,gemini-3-flash,3,13.0,12.0,1000000,1000000,27329552,27329552,2,2,1.0833
t4_02,4,gemini-3-flash,1,22.0,16.0,1010000,1010000,8090049,8090049,3,3,1.375
t4_02,4,gemini-3-flash,2,18.0,19.0,1010000,1010000,8090049,8090049,3,3,0.9474
t4_02,4,gemini-3-flash,3,20.0,17.0,1010000,1010000,8090049,8090049,3,3,1.1765
t4_03,4,gemini-3-flash,1,16.0,4.0,1010000,0,8080000,0,0,0,4.0
t4_03,4,gemini-3-flash,2,13.0,4.0,1010000,0,8080000,0,0,0,3.25
t4_03,4,gemini-3-flash,3,16.0,4.0,1010000,0,8080000,0,0,0,4.0
t4_04,4,gemini-3-flash,1,15.0,16.0,1010000,1010000,8090049,8090049,10,10,0.9375
t4_04,4,gemini-3-flash,2,16.0,17.0,1010000,1010000,8090049,8090049,10,10,0.9412
t4_04,4,gemini-3-flash,3,16.0,15.0,1010000,1010000,8090049,8090049,10,10,1.0667
t4_07,4,gemini-3-flash,1,28.0,33.0,1010000,1010000,16090049,8090049,3,3,0.8485
t4_07,4,gemini-3-flash,2,27.0,31.0,1010000,1010000,16090049,8090049,3,3,0.871
t4_07,4,gemini-3-flash,3,27.0,30.0,1010000,1010000,16090049,8090049,3,3,0.9
t5_03,5,gemini-3-flash,1,10.0,11.0,1000000,1000000,8000000,8000000,365,365,0.9091
t5_03,5,gemini-3-flash,2,16.0,10.0,1000000,1000000,8000000,8000000,365,365,1.6
t5_03,5,gemini-3-flash,3,12.0,10.0,1000000,1000000,8000000,8000000,365,365,1.2
t5_09,5,gemini-3-flash,1,7.0,6.0,16408,16384,262336,131072,24,24,1.1667
t5_09,5,gemini-3-flash,2,7.0,5.0,16408,16384,262336,131072,24,24,1.4
t5_09,5,gemini-3-flash,3,7.0,5.0,16408,16384,262336,131072,24,24,1.4
t1_01,1,gpt-5.2,1,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,gpt-5.2,2,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,gpt-5.2,3,1.0,1.0,1,1,16,16,1,1,1.0
t1_02,1,gpt-5.2,1,10.0,7.0,344640,115264,8271360,1844224,10,10,1.4286
